#library--logging-log4cxx--rm5248,#library--logging-log4cxx--swebb2066,#library--logging-log4cxx--stephen-webb,#library--logging-log4cxx--AraHaan,#library--logging-log4cxx--DerDakon,#library--logging-log4cxx--ams-tschoening,#library--logging-log4cxx--rprevot,#library--logging-log4cxx--jstsddg,#library--logging-log4cxx--pseiderer,#library--logging-log4cxx--jmdavison46,#library--logging-log4cxx--coldtobi,#library--logging-log4cxx--,#library--logging-log4cxx--RyanShin0112,#library--logging-log4cxx--craterone,#library--logging-log4cxx--Hex052,#library--logging-log4cxx--pm-cfs,#library--logging-log4cxx--ffontaine,#library--logging-log4cxx--baldapps,#library--logging-log4cxx--bblough,#library--logging-log4cxx--kschoelhorn,#library--logging-log4cxx--hustterry,#library--logging-log4cxx--nturner,#library--logging-log4cxx--azbarcea,#library--logging-log4cxx--grobmeier
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
