#library--commons-jci--garydgregory,#library--commons-jci--sebbASF,#library--commons-jci--chtompki,#library--commons-jci--ebourg,#library--commons-jci--,#library--commons-jci--jwcarman,#library--commons-jci--bodewig,#library--commons-jci--olamy,#library--commons-jci--psteitz,#library--commons-jci--dennisl,#library--commons-jci--mbenson,#library--commons-jci--rahu1,#library--commons-jci--brettporter,#library--commons-jci--dims,#library--commons-jci--tcurdt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02510460251046025
