#library--commons-chain--sebbASF,#library--commons-chain--garydgregory,#library--commons-chain--nhojpatrick,#library--commons-chain--chtompki,#library--commons-chain--britter,#library--commons-chain--olamy,#library--commons-chain--mbenson,#library--commons-chain--psteitz,#library--commons-chain--dennisl,#library--commons-chain--rahu1,#library--commons-chain--mfncooper,#library--commons-chain--itstechupnorth,#library--commons-chain--brettporter,#library--commons-chain--mdiggory,#library--commons-chain--ted-husted,#library--commons-chain--,#library--commons-chain--simonetripodi
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013513513513513514,0.013574660633484163
