#library--commons-pool--dependabot[bot],#library--commons-pool--arturobernalg,#library--commons-pool--Cp-John,#library--commons-pool--jeremyk-91,#library--commons-pool--JSurf,#library--commons-pool--olamy,#library--commons-pool--scholzi100,#library--commons-pool--nickChenyx,#library--commons-pool--pengyunie,#library--commons-pool--emopers,#library--commons-pool--sazzad16,#library--commons-pool--ghatwala,#library--commons-pool--perlun,#library--commons-pool--LichKing-lee,#library--commons-pool--joshlandin,#library--commons-pool--liony,#library--commons-pool--graben,#library--commons-pool--sunsuk7tp,#library--commons-pool--wangyulin,#library--commons-pool--mcgitty,#library--commons-pool--PascalSchumacher,#library--commons-pool--invalid-email-address,#library--commons-pool--chtompki,#library--commons-pool--ecki,#library--commons-pool--netomi,#library--commons-pool--jochenw,#library--commons-pool--mbenson,#library--commons-pool--rahu1,#library--commons-pool--itstechupnorth,#library--commons-pool--baahmi,#library--commons-pool--mdiggory,#library--commons-pool--danielrall,#library--commons-pool--jvanzyl,#library--commons-pool--costinm,#library--commons-pool--simonetripodi,#library--commons-pool--sebbASF,#library--commons-pool--,#library--commons-pool--garydgregory,#library--commons-pool--psteitz,#library--commons-pool--markt-asf,#library--commons-pool--struberg,#library--commons-pool--jvz,#library--commons-pool--kinow,#library--commons-pool--mebigfatguy,#library--commons-pool--mswintermeyer
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0078125,0.008368200836820083,0.011396011396011397,0.03365384615384615,0.033942558746736295,0.0668103448275862,0.2,0.25,0.5,0.5,1.0
