#library--commons-geometry--aherbert,#library--commons-geometry--sebbASF,#library--commons-geometry--garydgregory,#library--commons-geometry--arturobernalg,#library--commons-geometry--dependabot[bot],#library--commons-geometry--nhojpatrick,#library--commons-geometry--XenoAmess,#library--commons-geometry--khmarbaise,#library--commons-geometry--singhbaljit,#library--commons-geometry--,#library--commons-geometry--darkma773r,#library--commons-geometry--acid1103
0,0,0,0,0,0,0,0,0.058823529411764705,0.075,0.08016877637130802,0.2
