#javaee--openjpa--bmarwell,#javaee--openjpa--tandraschko,#javaee--openjpa--mikedd,#javaee--openjpa--
0.0007890168849613382,0.0011046236389458735,0.2860975224869812,0.8854347483036137
0.3333333333333333,0.75,0.25544554455445545,0.18673100120627262
0.3333333333333333,0.25,0.1900990099009901,0.2767189384800965
