#javaee--deltaspike--hiddewie,#javaee--deltaspike--pedroigor,#javaee--deltaspike--DennisRippinger,#javaee--deltaspike--tremes,#javaee--deltaspike--lincolnthree,#javaee--deltaspike--ArneLimburg,#javaee--deltaspike--kenfinnigan,#javaee--deltaspike--danielsoro,#javaee--deltaspike--chkal,#javaee--deltaspike--rmannibucau,#javaee--deltaspike--
0.0003183699458771092,0.0003183699458771092,0.0009551098376313276,0.001591849729385546,0.003183699458771092,0.005093919134033747,0.0057306590257879654,0.017828716969118114,0.026106335561922954,0.034383954154727794,0.16523400191021967
1.0,1.0,1.0,0.25,4.0,0.2,6.0,0.23809523809523808,0.2391304347826087,0.6829268292682927,0.2857142857142857
1.0,1.0,1.0,0.25,1.0,0.2,0.6666666666666666,0.2857142857142857,0.1956521739130435,0.2926829268292683,0.18681318681318682
