#web-framework--cocoon--ilgrosso,#web-framework--cocoon--cdamioli,#web-framework--cocoon--simonetripodi,#web-framework--cocoon--devkat,#web-framework--cocoon--rgoers,#web-framework--cocoon--swallez,#web-framework--cocoon--bdelacretaz,#web-framework--cocoon--tcurdt,#web-framework--cocoon--stefanom,#web-framework--cocoon--pfumagalli,#web-framework--cocoon--osi,#web-framework--cocoon--rubys,#web-framework--cocoon--cziegeler,#web-framework--cocoon--reinhard,#web-framework--cocoon--,#web-framework--cocoon--lgawron,#web-framework--cocoon--gkossakowski,#web-framework--cocoon--jashaj,#web-framework--cocoon--SimoneGianni
0,0,0,0,0,0,0,0,0,0,0,0,0.001466275659824047,0.0014925373134328358,0.00307152259763054,0.0045871559633027525,0.021798365122615803,0.08333333333333333,0.10526315789473684
