#web-framework--isis--dependabot[bot],#web-framework--isis--johandoornenbal,#web-framework--isis--naveensrinivasan,#web-framework--isis--pjfanning,#web-framework--isis--JuhoKon,#web-framework--isis--PakhomovAlexander,#web-framework--isis--jbampton,#web-framework--isis--anttipessa,#web-framework--isis--ahus1,#web-framework--isis--php-coder,#web-framework--isis--JLLeitschuh,#web-framework--isis--joergrade,#web-framework--isis--kshithijiyer,#web-framework--isis--ppirus,#web-framework--isis--bradh,#web-framework--isis--jimmycasey,#web-framework--isis--kev-m,#web-framework--isis--rkalis,#web-framework--isis--gesina,#web-framework--isis--rhosdev,#web-framework--isis--sebadiaz,#web-framework--isis--mbppower,#web-framework--isis--niv0,#web-framework--isis--michalbcz,#web-framework--isis--bhargavgolla,#web-framework--isis--struberg,#web-framework--isis--danielshahaf,#web-framework--isis--joerg-rade,#web-framework--isis--,#web-framework--isis--oscarbou,#web-framework--isis--danhaywood,#web-framework--isis--mwhesse,#web-framework--isis--mnour,#web-framework--isis--andi-huber,#web-framework--isis--jdbranham,#web-framework--isis--martin-g,#web-framework--isis--DImuthuUpe,#web-framework--isis--rcmatthews,#web-framework--isis--bkalbfus,#web-framework--isis--sanderginn,#web-framework--isis--jcvanderwal,#web-framework--isis--joonatan-r,#web-framework--isis--lamberken,#web-framework--isis--blaugold,#web-framework--isis--bibryam
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02975206611570248,0.03773584905660377,0.1111111111111111,0.1166648113102527,0.13953488372093023,0.14285714285714285,0.173860730936983,0.32,0.32107843137254904,0.3333333333333333,0.42857142857142855,0.5,0.5,0.6122448979591837,1.0,1.0,2.0,3.3333333333333335
