#web-framework--myfaces-tobago--dependabot[bot],#web-framework--myfaces-tobago--tspringwald,#web-framework--myfaces-tobago--Lennox2019,#web-framework--myfaces-tobago--cadimmek,#web-framework--myfaces-tobago--melloware,#web-framework--myfaces-tobago--sebbASF,#web-framework--myfaces-tobago--,#web-framework--myfaces-tobago--deki,#web-framework--myfaces-tobago--JLLeitschuh,#web-framework--myfaces-tobago--struberg,#web-framework--myfaces-tobago--weber-oldenburg,#web-framework--myfaces-tobago--henningn,#web-framework--myfaces-tobago--lofwyr14,#web-framework--myfaces-tobago--bohmber
0,0,0,0,0,0,0,0,0,0,0,0.017948717948717947,0.018493150684931507,0.02197802197802198
