#web-framework--shiro--dependabot[bot],#web-framework--shiro--bmarwell,#web-framework--shiro--julian-computes,#web-framework--shiro--georgecao,#web-framework--shiro--hboutemy,#web-framework--shiro--coheigea,#web-framework--shiro--pjfanning,#web-framework--shiro--khmarbaise,#web-framework--shiro--zeroflag,#web-framework--shiro--jsoref,#web-framework--shiro--zAlbee,#web-framework--shiro--kriegaex,#web-framework--shiro--weltonrodrigo,#web-framework--shiro--pitjazz,#web-framework--shiro--seaswalker,#web-framework--shiro--lcc,#web-framework--shiro--dngzs,#web-framework--shiro--FredTreg,#web-framework--shiro--ricardolsmendes,#web-framework--shiro--eric-cho,#web-framework--shiro--ddddyyyy,#web-framework--shiro--tbrugz,#web-framework--shiro--ramostear,#web-framework--shiro--boris-petrov,#web-framework--shiro--tomsun28,#web-framework--shiro--luohongtu,#web-framework--shiro--steinarb,#web-framework--shiro--jbonofre,#web-framework--shiro--plx927,#web-framework--shiro--ThomasVitale,#web-framework--shiro--mmpestorich,#web-framework--shiro--lileibuaa,#web-framework--shiro--ogarrydev,#web-framework--shiro--ittiaminsite,#web-framework--shiro--mnybon,#web-framework--shiro--ewanmellor,#web-framework--shiro--KPhi,#web-framework--shiro--bentmann,#web-framework--shiro--leleuj,#web-framework--shiro--MarcGiffing,#web-framework--shiro--raupachz,#web-framework--shiro--K0zka,#web-framework--shiro--HipDragon,#web-framework--shiro--jerrinot,#web-framework--shiro--waywardmonkeys,#web-framework--shiro--opticyclic,#web-framework--shiro--schnatterer,#web-framework--shiro--andrewmorgan,#web-framework--shiro--ankon,#web-framework--shiro--mattbishop,#web-framework--shiro--cstamas,#web-framework--shiro--gmcdonald,#web-framework--shiro--elecharny,#web-framework--shiro--asf-ci,#web-framework--shiro--fpapon,#web-framework--shiro--bdemers,#web-framework--shiro--,#web-framework--shiro--lprimak,#web-framework--shiro--kaosko,#web-framework--shiro--ddold
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01098901098901099,0.024539877300613498,0.04640215198386012,0.09090909090909091,0.09090909090909091,1.0
