#other--directory-kerby--dependabot[bot],#other--directory-kerby--liujiayi771,#other--directory-kerby--TimoScheuer,#other--directory-kerby--wenxuanguan,#other--directory-kerby--plusplusjiajia,#other--directory-kerby--michael-o,#other--directory-kerby--dwalluck,#other--directory-kerby--bolkedebruin,#other--directory-kerby--jeep123,#other--directory-kerby--elecharny,#other--directory-kerby--coheigea,#other--directory-kerby--seelmann,#other--directory-kerby--YaningX,#other--directory-kerby--,#other--directory-kerby--kayyagari,#other--directory-kerby--HazelChen,#other--directory-kerby--farhan5900,#other--directory-kerby--ftarlao
0,0,0,0,0,0,0,0,0,0.03571428571428571,0.09418282548476455,0.09523809523809523,0.1111111111111111,0.15151515151515152,0.21428571428571427,0.375,1.0,1.0
