#graphics--xmlgraphics-fop--chrisgt,#graphics--xmlgraphics-fop--dirkx,#graphics--xmlgraphics-fop--bdelacretaz,#graphics--xmlgraphics-fop--,#graphics--xmlgraphics-fop--vhennebert,#graphics--xmlgraphics-fop--jmaerki,#graphics--xmlgraphics-fop--spepping,#graphics--xmlgraphics-fop--simonsteiner1984
0,0,0.030303030303030304,0.04439397067933099,0.09562398703403566,0.09915140687807057,0.10679611650485436,0.18546365914786966
