#graphics--cocoon--ilgrosso,#graphics--cocoon--cdamioli,#graphics--cocoon--simonetripodi,#graphics--cocoon--devkat,#graphics--cocoon--rgoers,#graphics--cocoon--swallez,#graphics--cocoon--bdelacretaz,#graphics--cocoon--tcurdt,#graphics--cocoon--stefanom,#graphics--cocoon--pfumagalli,#graphics--cocoon--osi,#graphics--cocoon--rubys,#graphics--cocoon--reinhard,#graphics--cocoon--cziegeler,#graphics--cocoon--,#graphics--cocoon--lgawron,#graphics--cocoon--gkossakowski,#graphics--cocoon--SimoneGianni,#graphics--cocoon--jashaj
0,0,0,0,0,0,0,0,0,0,0,0,0.0009950248756218905,0.001466275659824047,0.003949100482667837,0.009174311926605505,0.02452316076294278,0.07894736842105263,0.08333333333333333
