#graphics--xmlgraphics-batik--vhennebert,#graphics--xmlgraphics-batik--jmaerki,#graphics--xmlgraphics-batik--stefanom,#graphics--xmlgraphics-batik--cjolif,#graphics--xmlgraphics-batik--,#graphics--xmlgraphics-batik--simonsteiner1984
0,0,0,0.0070921985815602835,0.02168525402726146,0.07194244604316546
