#build-management--archiva--dependabot[bot],#build-management--archiva--kaiyaok2,#build-management--archiva--elukey,#build-management--archiva--jozefizso,#build-management--archiva--joestr,#build-management--archiva--jacobtolar,#build-management--archiva--dtrebbien,#build-management--archiva--CMoH,#build-management--archiva--mebigfatguy,#build-management--archiva--jmutawa,#build-management--archiva--ecki,#build-management--archiva--carlossg,#build-management--archiva--svogt,#build-management--archiva--jbonofre,#build-management--archiva--dennisl,#build-management--archiva--mfncooper,#build-management--archiva--aheritier,#build-management--archiva--neonics,#build-management--archiva--jdcasey,#build-management--archiva--effrafax,#build-management--archiva--ebarboni,#build-management--archiva--jvanzyl,#build-management--archiva--olamy,#build-management--archiva--brettporter,#build-management--archiva--forjsharp,#build-management--archiva--oching,#build-management--archiva--,#build-management--archiva--pjfanning,#build-management--archiva--ndeloof,#build-management--archiva--emsouza
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0024479804161566705,0.017857142857142856,0.03076923076923077,0.03408825589540042,0.16135734072022162,0.16666666666666666,0.20176991150442478,0.22355769230769232,0.3333333333333333,0.47368421052631576,1.0
