#build-management--creadur-whisker--ottlinger,#build-management--creadur-whisker--dependabot[bot],#build-management--creadur-whisker--dennisl,#build-management--creadur-whisker--sebbASF,#build-management--creadur-whisker--danielshahaf,#build-management--creadur-whisker--itstechupnorth
0,0,0,0,0,0.047961630695443645
