#graphics--xmlgraphics-fop--simonsteiner1984,#graphics--xmlgraphics-fop--spepping,#graphics--xmlgraphics-fop--jmaerki,#graphics--xmlgraphics-fop--vhennebert,#graphics--cocoon--jashaj,#graphics--cocoon--SimoneGianni,#graphics--xmlgraphics-batik--simonsteiner1984,#graphics--xmlgraphics-fop--,#graphics--xmlgraphics-fop--bdelacretaz,#graphics--cocoon--gkossakowski,#graphics--xmlgraphics-batik--,#graphics--cocoon--lgawron,#graphics--xmlgraphics-batik--cjolif,#graphics--cocoon--,#graphics--cocoon--cziegeler,#graphics--cocoon--reinhard,#graphics--cocoon--ilgrosso,#graphics--cocoon--cdamioli,#graphics--cocoon--simonetripodi,#graphics--cocoon--devkat,#graphics--cocoon--rgoers,#graphics--cocoon--swallez,#graphics--cocoon--bdelacretaz,#graphics--cocoon--tcurdt,#graphics--cocoon--stefanom,#graphics--cocoon--pfumagalli,#graphics--cocoon--osi,#graphics--cocoon--rubys,#graphics--xmlgraphics-batik--vhennebert,#graphics--xmlgraphics-batik--jmaerki,#graphics--xmlgraphics-batik--stefanom,#graphics--xmlgraphics-fop--chrisgt,#graphics--xmlgraphics-fop--dirkx
0.18546365914786966,0.10679611650485436,0.09915140687807057,0.09562398703403566,0.08333333333333333,0.07894736842105263,0.07194244604316546,0.04439397067933099,0.030303030303030304,0.02452316076294278,0.02168525402726146,0.009174311926605505,0.0070921985815602835,0.003949100482667837,0.001466275659824047,0.0009950248756218905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
