#javaee--deltaspike--hiddewie,#javaee--deltaspike--DennisRippinger,#javaee--deltaspike--pedroigor,#javaee--deltaspike--lincolnthree,#javaee--deltaspike--kenfinnigan,#javaee--openwebbeans--ArneLimburg,#javaee--openwebbeans--djencks,#javaee--openwebbeans--dblevins,#javaee--openwebbeans--covener,#javaee--openwebbeans--jbergmark,#javaee--openwebbeans--gpetracek,#javaee--openwebbeans--,#javaee--myfaces--cnsgithub,#javaee--openjpa--bmarwell,#javaee--deltaspike--rmannibucau,#javaee--deltaspike--danielsoro,#javaee--openjpa--,#javaee--openwebbeans--rmannibucau,#javaee--openwebbeans--struberg,#javaee--deltaspike--tremes,#javaee--openjpa--tandraschko,#javaee--bval--,#javaee--openwebbeans--tandraschko,#javaee--deltaspike--ArneLimburg,#javaee--openwebbeans--rsandtner,#javaee--deltaspike--chkal,#javaee--myfaces--,#javaee--openjpa--mikedd,#javaee--deltaspike--,#javaee--openjpa--papajdo,#javaee--deltaspike--struberg,#javaee--myfaces--struberg,#javaee--myfaces--matzew,#javaee--myfaces--bohmber,#javaee--deltaspike--tandraschko,#javaee--deltaspike--gpetracek,#javaee--openwebbeans--gerdogdu,#javaee--deltaspike--sbryzak,#javaee--deltaspike--hwellmann,#javaee--deltaspike--johnament,#javaee--myfaces--tandraschko,#javaee--deltaspike--LightGuard,#javaee--myfaces--dennisbyrne,#javaee--myfaces--melloware,#javaee--bval--rmannibucau,#javaee--deltaspike--rafabene,#javaee--myfaces--gpetracek,#javaee--openjpa--ilgrosso,#javaee--bval--simonetripodi,#javaee--bval--mbenson,#javaee--openjpa--struberg,#javaee--geronimo--jgenender,#javaee--myfaces--werpu,#javaee--openjpa--eolivelli,#javaee--openjpa--solomax,#javaee--openjpa--rmannibucau,#javaee--openwebbeans--jeanouii,#javaee--myfaces--pnicolucci,#javaee--geronimo--djencks,#javaee--geronimo--dblevins,#javaee--geronimo--dain,#javaee--geronimo--jaceklaskowski,#javaee--geronimo--chirino,#javaee--myfaces--schof,#javaee--geronimo--dims,#javaee--geronimo--,#javaee--bval--jeanouii,#javaee--bval--tandraschko,#javaee--bval--struberg,#javaee--bval--mnour,#javaee--bval--gmcdonald,#javaee--bval--matzew,#javaee--deltaspike--hazendaz,#javaee--deltaspike--rzo1,#javaee--deltaspike--vanta,#javaee--deltaspike--beikov,#javaee--deltaspike--skybber,#javaee--deltaspike--melloware,#javaee--deltaspike--lorenzleutgeb,#javaee--deltaspike--SethFalco,#javaee--deltaspike--Daniel-Dos,#javaee--deltaspike--dengliming,#javaee--deltaspike--JLLeitschuh,#javaee--deltaspike--dependabot[bot],#javaee--deltaspike--j-be,#javaee--deltaspike--jw941,#javaee--deltaspike--elexx,#javaee--deltaspike--seanf,#javaee--deltaspike--Mobe91,#javaee--deltaspike--manovotn,#javaee--deltaspike--ottlinger,#javaee--deltaspike--anthonyvdotbe,#javaee--deltaspike--famod,#javaee--deltaspike--subaochen,#javaee--deltaspike--oscerd,#javaee--deltaspike--kalgon,#javaee--deltaspike--OndroMih,#javaee--deltaspike--ivanjunckes,#javaee--deltaspike--jharting,#javaee--deltaspike--jakobk,#javaee--deltaspike--rsmeral,#javaee--deltaspike--bafco,#javaee--deltaspike--The-Alchemist,#javaee--deltaspike--michellemurray,#javaee--deltaspike--antoinesd,#javaee--deltaspike--mbenson,#javaee--deltaspike--codylerum,#javaee--deltaspike--gnodet,#javaee--deltaspike--rdebusscher,#javaee--deltaspike--bdaw,#javaee--deltaspike--matzew,#javaee--deltaspike--lukaszlenart,#javaee--deltaspike--mbogoevici,#javaee--geronimo--jgawor,#javaee--geronimo--jaydm,#javaee--geronimo--bsnyder,#javaee--geronimo--ebcraig,#javaee--geronimo--gnodet,#javaee--geronimo--RoUS,#javaee--geronimo--jstrachan,#javaee--geronimo--jvanzyl,#javaee--geronimo--gstein,#javaee--myfaces--volosied,#javaee--myfaces--KyleAure,#javaee--myfaces--cristof,#javaee--myfaces--dependabot[bot],#javaee--myfaces--milansie,#javaee--myfaces--pzygielo,#javaee--myfaces--lofwyr14,#javaee--myfaces--arturobernalg,#javaee--myfaces--glynn29,#javaee--myfaces--exabrial,#javaee--myfaces--Marinell0,#javaee--myfaces--christophs78,#javaee--myfaces--benkard,#javaee--myfaces--wtlucy,#javaee--myfaces--rmpestano,#javaee--myfaces--gastaldi,#javaee--myfaces--astappiev,#javaee--myfaces--XenoAmess,#javaee--myfaces--deki,#javaee--myfaces--JLLeitschuh,#javaee--myfaces--edewit,#javaee--myfaces--jfmaurel,#javaee--myfaces--ebreijo,#javaee--myfaces--mbenson,#javaee--myfaces--aliok,#javaee--myfaces--ganeshjung,#javaee--openjpa--dependabot[bot],#javaee--openjpa--s4iko,#javaee--openjpa--jeanouii,#javaee--openjpa--jbonofre,#javaee--openjpa--dazey3,#javaee--openjpa--simesi,#javaee--openjpa--PoojaChandak,#javaee--openjpa--nemux,#javaee--openjpa--cschneider,#javaee--openwebbeans--BuZZ-dEE,#javaee--openwebbeans--RealCLanger,#javaee--openwebbeans--melloware,#javaee--openwebbeans--a-rekkusu,#javaee--openwebbeans--vrossellotravelc,#javaee--openwebbeans--philippkunz,#javaee--openwebbeans--fpapon,#javaee--openwebbeans--matzew,#javaee--openwebbeans--gmcdonald,#javaee--openwebbeans--mnour
1.0,1.0,1.0,1.0,0.6666666666666666,0.5436893203883495,0.5142857142857142,0.5076923076923077,0.484375,0.39622641509433965,0.36538461538461536,0.3370981754995656,0.3333333333333333,0.3333333333333333,0.2926829268292683,0.2857142857142857,0.2767189384800965,0.27291666666666664,0.2676453980801807,0.25,0.25,0.2222222222222222,0.20967741935483872,0.2,0.2,0.1956521739130435,0.19461697722567287,0.1900990099009901,0.18681318681318682,0.18518518518518517,0.1721958925750395,0.17142857142857143,0.14545454545454545,0.14285714285714285,0.13846153846153847,0.1354679802955665,0.125,0.1111111111111111,0.10344827586206896,0.09815950920245399,0.09652173913043478,0.09523809523809523,0.0948905109489051,0.09090909090909091,0.0859375,0.08536585365853659,0.08333333333333333,0.08108108108108109,0.07526881720430108,0.07095709570957096,0.06862745098039216,0.05434782608695652,0.053488372093023255,0.05263157894736842,0.047619047619047616,0.0392156862745098,0.034482758620689655,0.03125,0.029643527204502813,0.023255813953488372,0.02235294117647059,0.018957345971563982,0.01652892561983471,0.015384615384615385,0.0106951871657754,0.009015455065827132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
