#content--pdfbox--tballison,#content--pdfbox--THausherr,#content--pdfbox--jukka,#content--pdfbox--,#content--pdfbox--lehmi,#content--pdfbox--jmaerki,#content--pdfbox--jahewson
0.125,0.15474234503360718,0.2542372881355932,0.2814516129032258,0.35760667903525045,0.3611111111111111,0.41863517060367456
