#content--manifoldcf--schuch,#content--manifoldcf--OpenPj,#content--manifoldcf--danielshahaf,#content--manifoldcf--tteofili,#content--manifoldcf--gsingers,#content--manifoldcf--rmuir,#content--manifoldcf--markrmiller,#content--manifoldcf--sabe1,#content--manifoldcf--kwrightapache,#content--manifoldcf--kishorejangid,#content--manifoldcf--,#content--manifoldcf--maoo,#content--manifoldcf--rafaharo
0,0,0,0,0,0,0,0.014705882352941176,0.014797136038186158,0.01694915254237288,0.018518518518518517,0.05555555555555555,0.15384615384615385
