#database--pig--nandorKollar,#database--pig--zjffdu,#database--pig--gkesavan,#database--pig--omalley,#database--pig--cutting,#database--pig--szlta,#database--pig--gdfm,#database--pig--r0hini,#database--pig--,#database--pig--julienledem,#database--pig--ashutoshc,#database--pig--breed,#database--pig--rangadi
0,0,0,0,0,0.07692307692307693,0.21428571428571427,0.24702380952380953,0.3736024844720497,0.3783783783783784,0.5357142857142857,0.6666666666666666,0.8333333333333334
