#database--cocoon--ilgrosso,#database--cocoon--cdamioli,#database--cocoon--simonetripodi,#database--cocoon--devkat,#database--cocoon--rgoers,#database--cocoon--swallez,#database--cocoon--bdelacretaz,#database--cocoon--tcurdt,#database--cocoon--stefanom,#database--cocoon--pfumagalli,#database--cocoon--osi,#database--cocoon--rubys,#database--cocoon--reinhard,#database--cocoon--cziegeler,#database--cocoon--,#database--cocoon--lgawron,#database--cocoon--gkossakowski,#database--cocoon--SimoneGianni,#database--cocoon--jashaj
0,0,0,0,0,0,0,0,0,0,0,0,0.0009950248756218905,0.001466275659824047,0.003949100482667837,0.009174311926605505,0.02452316076294278,0.07894736842105263,0.08333333333333333
