#database--empire-db--datazuul,#database--empire-db--jimmycasey,#database--empire-db--danielshahaf,#database--empire-db--jan666,#database--empire-db--,#database--empire-db--francisdb,#database--empire-db--rdoebele
0,0,0,0.10638297872340426,0.12112403100775193,0.12637362637362637,0.5
