#big-data--storm--kamleshbhatt,#big-data--storm--sumitchawla,#big-data--storm--omkreddy,#big-data--storm--hmcl
0.0019390581717451524,0.0029085872576177286,0.007202216066481994,0.025207756232686982
0.5384615384615384,0.6666666666666666,0.75,0.875
0.38461538461538464,0.3333333333333333,0.625,0.3958333333333333
