#http--httpcomponents-core--coxlinton,#http--httpcomponents-core--pfrank13,#http--thrift--punwinger,#http--thrift--vihangk1,#http--httpcomponents-client--xiaohu-zhang,#http--httpcomponents-client--smashtakov,#http--httpcomponents-core--rferreira,#http--httpcomponents-client--jeromedemangel,#http--thrift--roshan,#http--cocoon--jashaj,#http--httpcomponents-client--serkanturgut,#http--thrift--thomaslee,#http--httpcomponents-client--sermojohn,#http--httpcomponents-client--artem-smotrakov,#http--thrift--dmvolod,#http--httpcomponents-client--jsedding,#http--thrift--bgould,#http--thrift--qinghui-xu,#http--thrift--belugabehr,#http--httpcomponents-client--fxbonnet,#http--thrift--toddlipcon,#http--httpcomponents-client--rschmitt,#http--httpcomponents-client--michael-o,#http--httpcomponents-client--,#http--httpcomponents-client--sebbASF,#http--httpcomponents-client--ok2c
0.00019554165037152912,0.00019554165037152912,0.00020622808826562179,0.00020622808826562179,0.00026399155227032733,0.00026399155227032733,0.00039108330074305825,0.0007919746568109821,0.0008249123530624871,0.0008688376882481658,0.0010559662090813093,0.0014435966178593523,0.002375923970432946,0.0026399155227032735,0.002680965147453083,0.00395987328405491,0.004743246030109301,0.009898948236749845,0.013198597648999794,0.013727560718057022,0.015467106619921633,0.028511087645195353,0.05464625131995776,0.15971488912354806,0.19297782470960928,0.9456177402323126
0.14285714285714285,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.25,0.08333333333333333,1.0,0.5,0.5,0.2,0.2,0.14285714285714285,0.125,0.1,0.13793103448275862,0.5,0.2857142857142857,0.25,0.1746031746031746,0.20319634703196346,0.08941176470588236,0.1624390243902439
0.2857142857142857,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.08333333333333333,1.0,0.25,0.5,0.2,0.2,0.14285714285714285,0.125,0.1,0.10344827586206896,0.4166666666666667,0.14285714285714285,0.25,0.12698412698412698,0.2534246575342466,0.12941176470588237,0.25609756097560976
