#graphics--cocoon--jashaj,#graphics--cocoon--SimoneGianni,#graphics--xmlgraphics-fop--spepping,#graphics--xmlgraphics-batik--simonsteiner1984,#graphics--xmlgraphics-fop--simonsteiner1984,#graphics--xmlgraphics-fop--vhennebert,#graphics--xmlgraphics-fop--jmaerki
0.0008688376882481658,0.0038615008366585145,0.06159565916398714,0.11273841961852861,0.1194734726688103,0.2177451768488746,0.4074557877813505
0.08333333333333333,0.10526315789473684,0.09223300970873786,0.08633093525179857,0.21052631578947367,0.0713128038897893,0.05046895935685574
0.08333333333333333,0.07894736842105263,0.10679611650485436,0.07194244604316546,0.18546365914786966,0.09562398703403566,0.09915140687807057
