#xml--cxf--mmusaji,#xml--cxf--pellcorp,#xml--cxf--CarlosPanarello,#xml--cxf--hexagon-ecosys,#xml--cxf--paul-mcculloch,#xml--cxf--bmarwell,#xml--cxf--K0zka,#xml--cxf--Sevyls,#xml--cxf--osvaldopina,#xml--cxf--kbuntrock,#xml--cxf--irisdingbj,#xml--cxf--karlvr,#xml--cxf--gyoetam,#xml--cxf--steingebein,#xml--cxf--aonnikov,#xml--cxf--eberntsen,#xml--cayenne--emecas,#xml--cxf--dalbothek,#xml--cayenne--OlegKhodokevich,#xml--cxf--dmvolod,#xml--cxf--tadayosi,#xml--cxf--istudens,#xml--cayenne--aplgithub,#xml--cxf--ropalka,#xml--cxf--cyrille-leclerc,#xml--cxf--TomasHofman,#xml--cxf--grgrzybek,#xml--cayenne--AlexandrShestak,#xml--cxf--DavidValeri,#xml--cxf--frelibert,#xml--cayenne--nismooooooo,#xml--cxf--johnament,#xml--cayenne--ollybondareva,#xml--cayenne--const1993,#xml--cayenne--AlexKolonitsky,#xml--cayenne--johnthuss,#xml--cxf--jimma,#xml--cxf--cschneider,#xml--cxf--bimargulies,#xml--cayenne--,#xml--cxf--
5.504486156217317e-05,0.00011008972312434634,0.00011008972312434634,0.00011008972312434634,0.00011008972312434634,0.00011008972312434634,0.00011008972312434634,0.00011008972312434634,0.00011008972312434634,0.00011008972312434634,0.00011008972312434634,0.00011008972312434634,0.00016513458468651952,0.00022017944624869268,0.00022017944624869268,0.00033026916937303904,0.00042013864575309853,0.00044035889249738536,0.0004901617533786149,0.0004954037540595586,0.0007155832003082512,0.0008807177849947707,0.0011203697220082628,0.0011559420928056365,0.0014311664006165024,0.0014311664006165024,0.002036659877800407,0.002310762551642042,0.0033026916937303904,0.0044035889249738535,0.006092010363419929,0.008091594649639456,0.008682865345564035,0.00959316574469575,0.018906239058889433,0.019536447027519083,0.037375461000715586,0.06209060384213134,0.07464083227830683,0.11294727259995799,0.29118731766389605
1.0,0.5,1.0,0.8333333333333334,0.5,1.0,0.6666666666666666,1.0,1.0,1.0,2.0,0.5,0.5,1.5,1.0,2.0,0.25,2.0,0.25,0.3333333333333333,0.5,1.5,0.25,1.0,0.2631578947368421,0.5,0.3076923076923077,0.3333333333333333,1.0454545454545454,0.3333333333333333,0.2682926829268293,0.45161290322580644,0.4,0.28888888888888886,0.2631578947368421,0.22666666666666666,0.3888888888888889,0.3370473537604457,0.3016759776536313,0.2395693135935397,0.2855025200118589
1.0,0.5,1.0,0.6666666666666666,0.5,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,1.0,0.75,1.0,0.25,0.3333333333333333,0.5,0.5,0.25,1.0,0.2631578947368421,0.3333333333333333,0.3076923076923077,0.4444444444444444,0.6363636363636364,0.3333333333333333,0.2682926829268293,0.2903225806451613,0.4,0.24444444444444444,0.21052631578947367,0.22666666666666666,0.3148148148148148,0.20891364902506965,0.26256983240223464,0.2597577388963661,0.3169285502520012
