#library--commons-text--bradleyrumball,#library--commons-text--sermojohn,#library--commons-text--yuji-k64613,#library--commons-text--CAPS50,#library--commons-text--jarst,#library--commons-text--TheRealHaui
0.004866180048661801,0.004866180048661801,0.004866180048661801,0.0072992700729927005,0.021897810218978103,0.051094890510948905
2.0,0.3333333333333333,0.5,0.4,0.6666666666666666,0.75
1.0,0.3333333333333333,0.5,0.4,0.3333333333333333,0.25
