#library--avro--sigand,#library--avro--john-karp,#library--avro--MickJermsurawong,#library--avro--gkomlossi,#library--avro--shijinkui,#library--avro--tnine,#library--avro--trompa,#library--avro--aeroevan,#library--avro--teabot,#library--avro--kan-izh,#library--avro--epalace,#library--avro--srujann,#library--avro--mkw,#library--avro--yibing-shi,#library--avro--maccamlc,#library--avro--jacobtolar,#library--avro--unchuckable,#library--avro--rstata,#library--avro--cutting
0.00023736055067647758,0.00047472110135295516,0.00047472110135295516,0.00047472110135295516,0.00047472110135295516,0.00047472110135295516,0.00047472110135295516,0.0007120816520294327,0.0026109660574412533,0.0026109660574412533,0.0026109660574412533,0.0028483266081177306,0.0028483266081177306,0.004509850462853074,0.004509850462853074,0.0059340137669119395,0.006408734868264894,0.008307619273676715,0.444813671967719
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.5,1.0,1.0,1.0,1.5,0.3333333333333333,0.8,0.8,0.6,0.25380116959064325
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,0.3333333333333333,0.4,0.4,0.26666666666666666,0.2327485380116959
