#library--commons-dbcp--scadgek,#library--commons-dbcp--reda-alaoui,#library--commons-dbcp--robertPas
0.0040650406504065045,0.012195121951219513,0.02032520325203252
1.0,1.0,1.0
1.0,1.0,1.0
