#library--commons-imaging--netomi,#library--commons-imaging--aesy,#library--commons-imaging--mgs255
0.0005254860746190226,0.0010509721492380452,0.004203888596952181
1.0,1.0,0.6666666666666666
1.0,1.0,0.3333333333333333
