#library--commons-vfs--apearc03,#library--commons-vfs--jwcarman,#library--commons-vfs--elmuerte
0.003133568350959655,0.004700352526439483,0.007050528789659225
1.0,0.6666666666666666,0.3333333333333333
1.0,0.3333333333333333,0.3333333333333333
