#library--commons-csv--invalid-email-address,#library--commons-csv--mirasrael,#library--commons-csv--davidmoten,#library--commons-csv--alex270295,#library--commons-csv--ebourg
0.008547008547008548,0.008547008547008548,0.017094017094017096,0.021367521367521368,0.13675213675213677
1.0,1.0,1.0,1.0,0.31343283582089554
1.0,1.0,0.5,1.0,0.373134328358209
