#library--cxf--mmusaji,#library--cxf--pellcorp,#library--cxf--CarlosPanarello,#library--cxf--hexagon-ecosys,#library--cxf--paul-mcculloch,#library--cxf--bmarwell,#library--cxf--K0zka,#library--cxf--Sevyls,#library--cxf--osvaldopina,#library--cxf--kbuntrock,#library--cxf--irisdingbj,#library--cxf--karlvr,#library--cxf--gyoetam,#library--cxf--steingebein,#library--cxf--aonnikov,#library--cxf--eberntsen,#library--cxf--dalbothek,#library--cxf--dmvolod,#library--cxf--tadayosi,#library--cxf--istudens,#library--cxf--ropalka,#library--cxf--cyrille-leclerc,#library--cxf--TomasHofman,#library--cxf--grgrzybek,#library--cxf--DavidValeri,#library--cxf--frelibert,#library--cxf--johnament,#library--cxf--jimma,#library--cxf--cschneider,#library--cxf--bimargulies,#library--cxf--
5.504486156217317e-05,0.00011008972312434634,0.00011008972312434634,0.00011008972312434634,0.00011008972312434634,0.00011008972312434634,0.00011008972312434634,0.00011008972312434634,0.00011008972312434634,0.00011008972312434634,0.00011008972312434634,0.00011008972312434634,0.00016513458468651952,0.00022017944624869268,0.00022017944624869268,0.00033026916937303904,0.00044035889249738536,0.0004954037540595586,0.0007155832003082512,0.0008807177849947707,0.0011559420928056365,0.0014311664006165024,0.0014311664006165024,0.002036659877800407,0.0033026916937303904,0.0044035889249738535,0.008091594649639456,0.037375461000715586,0.06209060384213134,0.07464083227830683,0.29118731766389605
1.0,0.5,1.0,0.8333333333333334,0.5,1.0,0.6666666666666666,1.0,1.0,1.0,2.0,0.5,0.5,1.5,1.0,2.0,2.0,0.3333333333333333,0.5,1.5,1.0,0.2631578947368421,0.5,0.3076923076923077,1.0454545454545454,0.3333333333333333,0.45161290322580644,0.3888888888888889,0.3370473537604457,0.3016759776536313,0.2855025200118589
1.0,0.5,1.0,0.6666666666666666,0.5,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,0.3333333333333333,0.5,0.5,1.0,0.2631578947368421,0.3333333333333333,0.3076923076923077,0.6363636363636364,0.3333333333333333,0.2903225806451613,0.3148148148148148,0.20891364902506965,0.26256983240223464,0.3169285502520012
