#library--commons-io--ebourg,#library--commons-io--Isira-Seneviratne,#library--commons-io--netomi,#library--commons-io--Mixpa,#library--commons-io--Marcono1234,#library--commons-io--boris-unckel,#library--commons-io--adamretter,#library--commons-io--jochenw,#library--commons-io--XenoAmess
0.0027675276752767526,0.0027675276752767526,0.0036900369003690036,0.0036900369003690036,0.0036900369003690036,0.007380073800738007,0.01107011070110701,0.023062730627306273,0.026752767527675275
1.0,2.0,0.5,1.0,0.3333333333333333,1.3333333333333333,0.25,0.4166666666666667,0.25
1.0,1.0,0.5,1.0,0.3333333333333333,1.0,0.25,0.4166666666666667,0.25
