#library--cayenne--emecas,#library--cayenne--OlegKhodokevich,#library--cayenne--aplgithub,#library--cayenne--AlexandrShestak,#library--cayenne--nismooooooo,#library--cayenne--ollybondareva,#library--cayenne--const1993,#library--cayenne--AlexKolonitsky,#library--cayenne--
0.00042013864575309853,0.0004901617533786149,0.0011203697220082628,0.002310762551642042,0.006092010363419929,0.008682865345564035,0.00959316574469575,0.018906239058889433,0.11294727259995799
0.25,0.25,0.25,0.3333333333333333,0.2682926829268293,0.4,0.28888888888888886,0.2631578947368421,0.2395693135935397
0.75,0.25,0.25,0.4444444444444444,0.2682926829268293,0.4,0.24444444444444444,0.21052631578947367,0.2597577388963661
