#library--commons-pool--mswintermeyer,#library--commons-pool--mebigfatguy,#library--commons-pool--kinow,#library--commons-pool--jvz
0.0043859649122807015,0.02631578947368421,0.02850877192982456,0.03070175438596491
1.0,0.5,0.5,0.25
1.0,0.5,0.5,0.25
