#http--httpcomponents-core--coxlinton,#http--httpcomponents-core--pfrank13,#http--httpcomponents-core--rferreira
0.00019554165037152912,0.00019554165037152912,0.00039108330074305825
0.14285714285714285,1.0,1.0
0.2857142857142857,1.0,1.0
