#http--thrift--punwinger,#http--thrift--vihangk1,#http--thrift--roshan,#http--thrift--thomaslee,#http--thrift--dmvolod,#http--thrift--bgould,#http--thrift--qinghui-xu,#http--thrift--belugabehr,#http--thrift--toddlipcon
0.00020622808826562179,0.00020622808826562179,0.0008249123530624871,0.0014435966178593523,0.002680965147453083,0.004743246030109301,0.009898948236749845,0.013198597648999794,0.015467106619921633
1.0,1.0,0.25,0.5,0.2,0.125,0.1,0.13793103448275862,0.2857142857142857
1.0,1.0,0.25,0.25,0.2,0.125,0.1,0.10344827586206896,0.14285714285714285
