#graphics--xmlgraphics-fop--spepping,#graphics--xmlgraphics-fop--simonsteiner1984,#graphics--xmlgraphics-fop--vhennebert,#graphics--xmlgraphics-fop--jmaerki
2749,3161,2837,5241
0.09223300970873786,0.21052631578947367,0.0713128038897893,0.05046895935685574
0.10679611650485436,0.18546365914786966,0.09562398703403566,0.09915140687807057
