#network-server--cxf--cyrille-leclerc,#network-server--cxf--TomasHofman,#network-server--cxf--grgrzybek,#network-server--cxf--DavidValeri,#network-server--cxf--johnament,#network-server--cxf--asoldano,#network-server--cxf--jimma,#network-server--cxf--elakito,#network-server--cxf--WillemJiang,#network-server--cxf--cschneider,#network-server--cxf--bimargulies,#network-server--cxf--ffang
134,1140,1301,260,572,1676,4582,1894,2542,3279,1746,5013
0.2631578947368421,0.5,0.3076923076923077,1.0454545454545454,0.45161290322580644,0.1875,0.3888888888888889,0.19753086419753085,0.2868632707774799,0.3370473537604457,0.3016759776536313,0.21070811744386875
0.2631578947368421,0.3333333333333333,0.3076923076923077,0.6363636363636364,0.2903225806451613,0.1875,0.3148148148148148,0.24279835390946503,0.17158176943699732,0.20891364902506965,0.26256983240223464,0.17616580310880828
