#network-server--cocoon--ilgrosso,#network-server--cocoon--cdamioli,#network-server--cocoon--simonetripodi,#network-server--cocoon--devkat,#network-server--cocoon--rgoers,#network-server--cocoon--swallez,#network-server--cocoon--bdelacretaz,#network-server--cocoon--tcurdt,#network-server--cocoon--stefanom,#network-server--cocoon--pfumagalli,#network-server--cocoon--osi,#network-server--cocoon--rubys,#network-server--cocoon--reinhard,#network-server--cocoon--cziegeler,#network-server--cocoon--,#network-server--cocoon--lgawron,#network-server--cocoon--gkossakowski,#network-server--cocoon--SimoneGianni,#network-server--cocoon--jashaj
0,0,0,0,0,0,0,0,0,0,0,0,0.0009950248756218905,0.001466275659824047,0.003949100482667837,0.009174311926605505,0.02452316076294278,0.07894736842105263,0.08333333333333333
