#network-server--felix--oliverlietz,#network-server--felix--stefanseifert,#network-server--felix--timothyjward,#network-server--felix--ggezer,#network-server--felix--jgoodyear,#network-server--felix--akarasulu,#network-server--felix--trustin,#network-server--felix--lsimons,#network-server--felix--royfielding,#network-server--felix--cescoffier,#network-server--felix--karlpauls,#network-server--felix--rotty3000,#network-server--felix--cschneider,#network-server--felix--bimargulies,#network-server--felix--jbonofre,#network-server--felix--ghenzler,#network-server--felix--ccustine,#network-server--felix--cziegeler,#network-server--felix--chetanmeh,#network-server--felix--bosschaert,#network-server--felix--m4rr5,#network-server--felix--,#network-server--felix--tjwatson,#network-server--felix--gnodet,#network-server--felix--gertv,#network-server--felix--srs,#network-server--felix--ffang,#network-server--felix--dulvac,#network-server--felix--chirino,#network-server--felix--bobpaulin,#network-server--felix--djencks
0,0,0,0,0,0,0,0,0,0.02406417112299465,0.02729693741677763,0.028037383177570093,0.03225806451612903,0.034482758620689655,0.038461538461538464,0.04580152671755725,0.0625,0.12284263959390863,0.13114754098360656,0.1425531914893617,0.1471861471861472,0.15670800450958286,0.16981132075471697,0.18147304479878512,0.18181818181818182,0.20454545454545456,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.36,0.6775956284153005
