#javaee--openwebbeans--rsandtner,#javaee--openwebbeans--covener,#javaee--openwebbeans--gpetracek,#javaee--openwebbeans--djencks,#javaee--openwebbeans--tandraschko,#javaee--openwebbeans--jbergmark,#javaee--openwebbeans--dblevins,#javaee--openwebbeans--ArneLimburg,#javaee--openwebbeans--rmannibucau,#javaee--openwebbeans--struberg
1248,1165,1777,265,3376,1979,4181,3286,3732,5013
0.2,0.671875,0.6538461538461539,1.1714285714285715,0.1935483870967742,1.1886792452830188,1.2923076923076924,0.5922330097087378,0.24583333333333332,0.25296442687747034
0.2,0.484375,0.36538461538461536,0.5142857142857142,0.20967741935483872,0.39622641509433965,0.5076923076923077,0.5436893203883495,0.27291666666666664,0.2676453980801807
