#big-data--incubator-datafu--eyala,#big-data--incubator-datafu--arpitbhardwaj,#big-data--incubator-datafu--dependabot[bot],#big-data--incubator-datafu--uzadude,#big-data--incubator-datafu--matthayes,#big-data--incubator-datafu--matthayeswd,#big-data--incubator-datafu--voidfist,#big-data--incubator-datafu--themarquisdesheric,#big-data--incubator-datafu--jacobtolar,#big-data--incubator-datafu--jghoman,#big-data--incubator-datafu--ihadanny,#big-data--incubator-datafu--sonalighorpade,#big-data--incubator-datafu--aaronjosephs,#big-data--incubator-datafu--kainoa21,#big-data--incubator-datafu--jarcec,#big-data--incubator-datafu--jbanerjee,#big-data--incubator-datafu--cestella,#big-data--incubator-datafu--sam-s,#big-data--incubator-datafu--mbastian,#big-data--incubator-datafu--cw11oyd,#big-data--incubator-datafu--mengxr,#big-data--incubator-datafu--navteniev,#big-data--incubator-datafu--talevy,#big-data--incubator-datafu--mtiwari,#big-data--incubator-datafu--,#big-data--incubator-datafu--rjurney
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05090909090909091,0.2
