#big-data--tez--raboof,#big-data--tez--mayankkunwar,#big-data--tez--amanraj2520,#big-data--tez--ghanko,#big-data--tez--difin,#big-data--tez--slfan1989,#big-data--tez--ganeshashree,#big-data--tez--kkolman,#big-data--tez--zhengchenyu,#big-data--tez--pjfanning,#big-data--tez--mark-bathori,#big-data--tez--ayushtkn,#big-data--tez--johnnyCake1,#big-data--tez--LA-Toth,#big-data--tez--dmmkr,#big-data--tez--skysiders,#big-data--tez--guptanikhil007,#big-data--tez--csjuhasz-c,#big-data--tez--himanshu-mishra,#big-data--tez--ramesh0201,#big-data--tez--belugabehr,#big-data--tez--tasanuma,#big-data--tez--medb,#big-data--tez--kishendas,#big-data--tez--jacobtolar,#big-data--tez--rlukin,#big-data--tez--marton-bod,#big-data--tez--ericbadger,#big-data--tez--lewismc,#big-data--tez--zhangbutao,#big-data--tez--jcamachor,#big-data--tez--prasanthj,#big-data--tez--sershe-apache,#big-data--tez--hitshah,#big-data--tez--ti6er,#big-data--tez--vineetgarg02,#big-data--tez--sreenaths,#big-data--tez--gkesavan,#big-data--tez--cmbasics,#big-data--tez--abstractdog,#big-data--tez--jteagles,#big-data--tez--harishjp,#big-data--tez--Chyler,#big-data--tez--jlowe,#big-data--tez--beltran,#big-data--tez--mustafaiman,#big-data--tez--zjffdu,#big-data--tez--hiteshs,#big-data--tez--rbalamohan,#big-data--tez--t3rmin4t0r,#big-data--tez--srahman-qubole,#big-data--tez--tassapol-hortonworks,#big-data--tez--,#big-data--tez--amahussein,#big-data--tez--sidseth,#big-data--tez--hagleitn,#big-data--tez--acmurthy,#big-data--tez--shameersss1,#big-data--tez--r0hini,#big-data--tez--jshmchenxi,#big-data--tez--pgaref
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.12698412698412698,0.1875,0.2,0.21818181818181817,0.2222222222222222,0.2857142857142857,0.2857142857142857,0.2993527508090615,0.32057416267942584,0.32142857142857145,0.3333333333333333,0.3333333333333333,0.3457382953181273,0.4,0.4497528830313015,0.5,0.5,0.6666666666666666,0.6666666666666666,1.0,1.0
