#big-data--flume--tmgstevens,#big-data--flume--dependabot[bot],#big-data--flume--geniusjoe,#big-data--flume--hboutemy,#big-data--flume--busbey,#big-data--flume--pjfanning,#big-data--flume--scopefragger,#big-data--flume--martin-g,#big-data--flume--wcc526,#big-data--flume--AndreLouisCaron,#big-data--flume--pan3793,#big-data--flume--hackty,#big-data--flume--iwasakims,#big-data--flume--annamariakeppler,#big-data--flume--eagleoflqj,#big-data--flume--liketic,#big-data--flume--xuchuanyin,#big-data--flume--zhulh200868,#big-data--flume--majorendre,#big-data--flume--laxman-ch,#big-data--flume--Robin021,#big-data--flume--TeddyBear1314,#big-data--flume--marcellhegedus,#big-data--flume--filippovmn,#big-data--flume--c-sahuja,#big-data--flume--liorze,#big-data--flume--loleek,#big-data--flume--wang1026,#big-data--flume--jholoman,#big-data--flume--peterableda,#big-data--flume--gcommeau,#big-data--flume--TedBear42,#big-data--flume--andrearota,#big-data--flume--lfzCarlosC,#big-data--flume--ccpds,#big-data--flume--smola,#big-data--flume--tinawenqiao,#big-data--flume--pippobaudos,#big-data--flume--dylan8902,#big-data--flume--mystic-lama,#big-data--flume--willix,#big-data--flume--mubarak,#big-data--flume--gmcdonald,#big-data--flume--bessbd,#big-data--flume--szaboferee,#big-data--flume--rgoers,#big-data--flume--adenes,#big-data--flume--jmhsieh,#big-data--flume--turcsanyip,#big-data--flume--,#big-data--flume--mpercy,#big-data--flume--pmujumdar,#big-data--flume--jarcec,#big-data--flume--harishreedharan,#big-data--flume--juhanicc,#big-data--flume--granthenke,#big-data--flume--stakafum
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047619047619047616,0.05,0.05434782608695652,0.125,0.125,0.16666666666666666,0.22596153846153846,0.26865671641791045,0.29411764705882354,0.30303030303030304,0.31986531986531985,0.3333333333333333,0.6666666666666666,1.0
