#graphics--xmlgraphics-batik--vhennebert,#graphics--xmlgraphics-batik--jmaerki,#graphics--xmlgraphics-batik--stefanom,#graphics--xmlgraphics-batik--,#graphics--xmlgraphics-batik--cjolif,#graphics--xmlgraphics-batik--simonsteiner1984
0,0,0,0.006195786864931847,0.0070921985815602835,0.08633093525179857
