#graphics--xmlgraphics-fop--chrisgt,#graphics--xmlgraphics-fop--dirkx,#graphics--xmlgraphics-fop--,#graphics--xmlgraphics-fop--jmaerki,#graphics--xmlgraphics-fop--vhennebert,#graphics--xmlgraphics-fop--bdelacretaz,#graphics--xmlgraphics-fop--spepping,#graphics--xmlgraphics-fop--simonsteiner1984
0,0,0.027049349576708653,0.05046895935685574,0.0713128038897893,0.09090909090909091,0.09223300970873786,0.21052631578947367
