#graphics--cocoon--ilgrosso,#graphics--cocoon--cdamioli,#graphics--cocoon--simonetripodi,#graphics--cocoon--devkat,#graphics--cocoon--rgoers,#graphics--cocoon--swallez,#graphics--cocoon--bdelacretaz,#graphics--cocoon--tcurdt,#graphics--cocoon--stefanom,#graphics--cocoon--pfumagalli,#graphics--cocoon--osi,#graphics--cocoon--rubys,#graphics--cocoon--cziegeler,#graphics--cocoon--reinhard,#graphics--cocoon--,#graphics--cocoon--lgawron,#graphics--cocoon--gkossakowski,#graphics--cocoon--jashaj,#graphics--cocoon--SimoneGianni
0,0,0,0,0,0,0,0,0,0,0,0,0.001466275659824047,0.0014925373134328358,0.00307152259763054,0.0045871559633027525,0.021798365122615803,0.08333333333333333,0.10526315789473684
