#javaee--openjpa--dependabot[bot],#javaee--openjpa--s4iko,#javaee--openjpa--jeanouii,#javaee--openjpa--jbonofre,#javaee--openjpa--dazey3,#javaee--openjpa--simesi,#javaee--openjpa--PoojaChandak,#javaee--openjpa--nemux,#javaee--openjpa--cschneider,#javaee--openjpa--rmannibucau,#javaee--openjpa--solomax,#javaee--openjpa--eolivelli,#javaee--openjpa--struberg,#javaee--openjpa--ilgrosso,#javaee--openjpa--papajdo,#javaee--openjpa--mikedd,#javaee--openjpa--tandraschko,#javaee--openjpa--,#javaee--openjpa--bmarwell
0,0,0,0,0,0,0,0,0,0.0392156862745098,0.047619047619047616,0.05263157894736842,0.06862745098039216,0.08108108108108109,0.18518518518518517,0.1900990099009901,0.25,0.2767189384800965,0.3333333333333333
