#javaee--deltaspike--hazendaz,#javaee--deltaspike--rzo1,#javaee--deltaspike--vanta,#javaee--deltaspike--beikov,#javaee--deltaspike--skybber,#javaee--deltaspike--melloware,#javaee--deltaspike--lorenzleutgeb,#javaee--deltaspike--SethFalco,#javaee--deltaspike--Daniel-Dos,#javaee--deltaspike--dengliming,#javaee--deltaspike--JLLeitschuh,#javaee--deltaspike--dependabot[bot],#javaee--deltaspike--j-be,#javaee--deltaspike--jw941,#javaee--deltaspike--elexx,#javaee--deltaspike--seanf,#javaee--deltaspike--Mobe91,#javaee--deltaspike--manovotn,#javaee--deltaspike--ottlinger,#javaee--deltaspike--anthonyvdotbe,#javaee--deltaspike--famod,#javaee--deltaspike--subaochen,#javaee--deltaspike--oscerd,#javaee--deltaspike--kalgon,#javaee--deltaspike--OndroMih,#javaee--deltaspike--ivanjunckes,#javaee--deltaspike--jharting,#javaee--deltaspike--jakobk,#javaee--deltaspike--rsmeral,#javaee--deltaspike--bafco,#javaee--deltaspike--The-Alchemist,#javaee--deltaspike--michellemurray,#javaee--deltaspike--antoinesd,#javaee--deltaspike--mbenson,#javaee--deltaspike--codylerum,#javaee--deltaspike--gnodet,#javaee--deltaspike--rdebusscher,#javaee--deltaspike--bdaw,#javaee--deltaspike--matzew,#javaee--deltaspike--lukaszlenart,#javaee--deltaspike--mbogoevici,#javaee--deltaspike--rafabene,#javaee--deltaspike--LightGuard,#javaee--deltaspike--johnament,#javaee--deltaspike--hwellmann,#javaee--deltaspike--sbryzak,#javaee--deltaspike--gpetracek,#javaee--deltaspike--tandraschko,#javaee--deltaspike--struberg,#javaee--deltaspike--,#javaee--deltaspike--chkal,#javaee--deltaspike--ArneLimburg,#javaee--deltaspike--tremes,#javaee--deltaspike--danielsoro,#javaee--deltaspike--rmannibucau,#javaee--deltaspike--kenfinnigan,#javaee--deltaspike--hiddewie,#javaee--deltaspike--DennisRippinger,#javaee--deltaspike--pedroigor,#javaee--deltaspike--lincolnthree
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08536585365853659,0.09523809523809523,0.09815950920245399,0.10344827586206896,0.1111111111111111,0.1354679802955665,0.13846153846153847,0.1721958925750395,0.18681318681318682,0.1956521739130435,0.2,0.25,0.2857142857142857,0.2926829268292683,0.6666666666666666,1.0,1.0,1.0,1.0
