#xml--xmlgraphics-batik--vhennebert,#xml--xmlgraphics-batik--jmaerki,#xml--xmlgraphics-batik--stefanom,#xml--xmlgraphics-batik--,#xml--xmlgraphics-batik--cjolif,#xml--xmlgraphics-batik--simonsteiner1984
0,0,0,0.006195786864931847,0.0070921985815602835,0.08633093525179857
