#xml--cocoon--ilgrosso,#xml--cocoon--cdamioli,#xml--cocoon--simonetripodi,#xml--cocoon--devkat,#xml--cocoon--rgoers,#xml--cocoon--swallez,#xml--cocoon--bdelacretaz,#xml--cocoon--tcurdt,#xml--cocoon--stefanom,#xml--cocoon--pfumagalli,#xml--cocoon--osi,#xml--cocoon--rubys,#xml--cocoon--cziegeler,#xml--cocoon--reinhard,#xml--cocoon--,#xml--cocoon--lgawron,#xml--cocoon--gkossakowski,#xml--cocoon--jashaj,#xml--cocoon--SimoneGianni
0,0,0,0,0,0,0,0,0,0,0,0,0.001466275659824047,0.0014925373134328358,0.00307152259763054,0.0045871559633027525,0.021798365122615803,0.08333333333333333,0.10526315789473684
