#xml--cayenne--aperaverzeu,#xml--cayenne--dependabot[bot],#xml--cayenne--steaked,#xml--cayenne--dmitars,#xml--cayenne--KeyrisXdSnow,#xml--cayenne--HappyFacade,#xml--cayenne--lbane,#xml--cayenne--hugithordarson,#xml--cayenne--jalligator,#xml--cayenne--PRIESt512,#xml--cayenne--lonvarscsak,#xml--cayenne--sarvaratchagan,#xml--cayenne--jbuddha,#xml--cayenne--IRus,#xml--cayenne--seelmann,#xml--cayenne--maiksd,#xml--cayenne--vintikjeny,#xml--cayenne--halset,#xml--cayenne--laakhbeenor,#xml--cayenne--mrg,#xml--cayenne--MegaPapa,#xml--cayenne--Ivan-nikitko,#xml--cayenne--stariy95,#xml--cayenne--atomashpolskiy,#xml--cayenne--andrus,#xml--cayenne--aarrsseni,#xml--cayenne--KravchenkoAS,#xml--cayenne--thinline72,#xml--cayenne--dzmitryk,#xml--cayenne--faizel,#xml--cayenne--ari,#xml--cayenne--johnthuss,#xml--cayenne--,#xml--cayenne--OlegKhodokevich,#xml--cayenne--emecas,#xml--cayenne--aplgithub,#xml--cayenne--AlexKolonitsky,#xml--cayenne--nismooooooo,#xml--cayenne--const1993,#xml--cayenne--AlexandrShestak,#xml--cayenne--ollybondareva
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04878048780487805,0.05,0.07103825136612021,0.1,0.10387131952017448,0.14042553191489363,0.18181818181818182,0.19375,0.19463087248322147,0.2,0.21311475409836064,0.22666666666666666,0.2395693135935397,0.25,0.25,0.25,0.2631578947368421,0.2682926829268293,0.28888888888888886,0.3333333333333333,0.4
