#xml--xmlgraphics-fop--chrisgt,#xml--xmlgraphics-fop--dirkx,#xml--xmlgraphics-fop--,#xml--xmlgraphics-fop--jmaerki,#xml--xmlgraphics-fop--vhennebert,#xml--xmlgraphics-fop--bdelacretaz,#xml--xmlgraphics-fop--spepping,#xml--xmlgraphics-fop--simonsteiner1984
0,0,0.027049349576708653,0.05046895935685574,0.0713128038897893,0.09090909090909091,0.09223300970873786,0.21052631578947367
