#network-server--mina-sshd--cleiner,#network-server--mina-sshd--cschneider,#network-server--mina-sshd--stephenc,#network-server--mina-sshd--ggrandes,#network-server--mina-sshd--sverhoeven,#network-server--mina-sshd--jonnyzzz,#network-server--mina-sshd--thefourtheye,#network-server--mina-sshd--mheemskerk,#network-server--mina-sshd--lifangning,#network-server--mina-sshd--robertodeandrea,#network-server--mina-sshd--jeis2497052,#network-server--mina-sshd--The-Yoda,#network-server--mina-sshd--JackOfMostTrades,#network-server--mina-sshd--alonbl,#network-server--mina-sshd--gnodet
0.0006182380216383308,0.0006182380216383308,0.0009273570324574962,0.0012364760432766616,0.0012364760432766616,0.0015455950540958269,0.0018547140649149924,0.0018547140649149924,0.0021638330757341576,0.0030911901081916537,0.0037094281298299847,0.004945904173106646,0.0061823802163833074,0.0071097372488408035,0.5928902627511592
1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.5,1.0,1.6666666666666667,1.0,1.25,1.0,0.5,0.37027379400260757
1.0,1.0,0.5,1.0,1.0,0.5,0.5,0.5,1.0,0.6666666666666666,1.0,0.5,1.0,0.25,0.38722294654498046
