#network-client--httpcomponents-client--fxbonnet,#network-client--httpcomponents-client--rschmitt,#network-client--httpcomponents-client--
0.013727560718057022,0.028511087645195353,0.15971488912354806
0.5,0.25,0.20319634703196346
0.4166666666666667,0.25,0.2534246575342466
