#network-client--qpid--gemmellr,#network-client--qpid--rgodfrey,#network-client--qpid--grs,#network-client--qpid--,#network-client--qpid--ssorj,#network-client--qpid--alex-rufous,#network-client--qpid--k-wall,#network-client--qpid--astitcher,#network-client--qpid--kgiusti,#network-client--qpid--ted-ross,#network-client--qpid--fadams,#network-client--qpid--brooklyn-images,#network-client--qpid--ritchiem,#network-client--qpid--aidan,#network-client--qpid--agazzarini,#network-client--qpid--glahiru,#network-client--qpid--steshaw
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
