#network-client--directory-studio--roubert,#network-client--directory-studio--septatrix,#network-client--directory-studio--lhaeger,#network-client--directory-studio--minfrin,#network-client--directory-studio--kayyagari,#network-client--directory-studio--djencks,#network-client--directory-studio--ersiner,#network-client--directory-studio--pamarcelot,#network-client--directory-studio--,#network-client--directory-studio--elecharny,#network-client--directory-studio--akarasulu,#network-client--directory-studio--seelmann,#network-client--directory-studio--cko
0,0,0,0,0,0,0,0.009652509652509652,0.011278195488721804,0.02077562326869806,0.02666666666666667,0.0345514950166113,0.23529411764705882
