#network-client--cocoon--ilgrosso,#network-client--cocoon--cdamioli,#network-client--cocoon--simonetripodi,#network-client--cocoon--devkat,#network-client--cocoon--rgoers,#network-client--cocoon--swallez,#network-client--cocoon--bdelacretaz,#network-client--cocoon--tcurdt,#network-client--cocoon--stefanom,#network-client--cocoon--pfumagalli,#network-client--cocoon--osi,#network-client--cocoon--rubys,#network-client--cocoon--cziegeler,#network-client--cocoon--reinhard,#network-client--cocoon--,#network-client--cocoon--lgawron,#network-client--cocoon--gkossakowski,#network-client--cocoon--jashaj,#network-client--cocoon--SimoneGianni
0,0,0,0,0,0,0,0,0,0,0,0,0.001466275659824047,0.0014925373134328358,0.00307152259763054,0.0045871559633027525,0.021798365122615803,0.08333333333333333,0.10526315789473684
