#xml--cxf--cyrille-leclerc,#xml--cayenne--const1993,#xml--cxf--DavidValeri,#xml--cayenne--ollybondareva,#xml--cayenne--AlexKolonitsky,#xml--cxf--johnament,#xml--cxf--TomasHofman,#xml--cxf--grgrzybek,#xml--cxf--bimargulies,#xml--cxf--cschneider,#xml--cayenne--johnthuss,#xml--cxf--jimma
134.0,233.0,260.0,272.0,421.0,572.0,1140.0,1301.0,1746.0,3279.0,3731.0,4582.0
0.2631578947368421,0.28888888888888886,1.0454545454545454,0.4,0.2631578947368421,0.45161290322580644,0.5,0.3076923076923077,0.3016759776536313,0.3370473537604457,0.22666666666666666,0.3888888888888889
0.2631578947368421,0.24444444444444444,0.6363636363636364,0.4,0.21052631578947367,0.2903225806451613,0.3333333333333333,0.3076923076923077,0.26256983240223464,0.20891364902506965,0.22666666666666666,0.3148148148148148
