#graphics--cocoon--SimoneGianni,#graphics--cocoon--jashaj,#graphics--xmlgraphics-batik--simonsteiner1984,#graphics--xmlgraphics-fop--spepping,#graphics--xmlgraphics-fop--vhennebert,#graphics--xmlgraphics-fop--simonsteiner1984,#graphics--xmlgraphics-fop--jmaerki
454.0,1228.0,2435.0,2749.0,2837.0,3161.0,5241.0
0.10526315789473684,0.08333333333333333,0.08633093525179857,0.09223300970873786,0.0713128038897893,0.21052631578947367,0.05046895935685574
0.07894736842105263,0.08333333333333333,0.07194244604316546,0.10679611650485436,0.09562398703403566,0.18546365914786966,0.09915140687807057
